file,segment,dhash
seg-1786974322543-av_025.jpg,seg-1786974322543-av,15878676975513298806
seg-1786974322543-av_029.jpg,seg-1786974322543-av,15877551075874883204
seg-1786985578989-av_005.jpg,seg-1786985578989-av,8750838436380761075
seg-1786985578989-av_018.jpg,seg-1786985578989-av,8750839028015127539
seg-1786985639179-av_010.jpg,seg-1786985639179-av,8751049851115101171
seg-1786985819751-av_002.jpg,seg-1786985819751-av,8318704252460455923
seg-1786985879949-av_007.jpg,seg-1786985879949-av,8174371352358640627
seg-1787040908942-av_001.jpg,seg-1787040908942-av,3472610918088822978
seg-1787043557642-av_024.jpg,seg-1787043557642-av,3689353507804271595
seg-1787047540841-av_011.jpg,seg-1787047540841-av,17063239369879848833
seg-1787047661224-av_009.jpg,seg-1787047661224-av,17642807454249452419
seg-1787048691509-av_009.jpg,seg-1787048691509-av,14251588087206415107
seg-1787048691509-av_027.jpg,seg-1787048691509-av,14251588086669642048
seg-1787050252027-av_001.jpg,seg-1787050252027-av,3394314862487299814
seg-1787050606478-av_012.jpg,seg-1787050606478-av,3430555180211529446
seg-1787050606478-av_020.jpg,seg-1787050606478-av,3395018412632729190
seg-1787051027918-av_011.jpg,seg-1787051027918-av,2822507672218265190
seg-1787051027918-av_013.jpg,seg-1787051027918-av,3393906251765855026
seg-1787051148264-av_022.jpg,seg-1787051148264-av,3395577514154190566
seg-1787052711643-av_025.jpg,seg-1787052711643-av,3402877584162301602
seg-1787052771824-av_007.jpg,seg-1787052771824-av,10347323138027693730
seg-1787052832019-av_030.jpg,seg-1787052832019-av,3394469416902288066
seg-1787053373784-av_004.jpg,seg-1787053373784-av,3393888320695494338
seg-1787053674877-av_004.jpg,seg-1787053674877-av,3394478006433178338
seg-1787055420748-av_001.jpg,seg-1787055420748-av,3394476387551049865
seg-1787058009754-av_008.jpg,seg-1787058009754-av,3393911368463580059
seg-1787058310809-av_012.jpg,seg-1787058310809-av,3105572175121939187
seg-1787058672071-av_001.jpg,seg-1787058672071-av,3968204949089870563
seg-1787058732354-av_006.jpg,seg-1787058732354-av,3400681100311455459
seg-1787058792568-av_011.jpg,seg-1787058792568-av,3105655686465516259
seg-1787058973109-av_007.jpg,seg-1787058973109-av,4006384944701433543
seg-1787059093498-av_004.jpg,seg-1787059093498-av,12365065852229449443
seg-1787059093498-av_013.jpg,seg-1787059093498-av,2844561244402415331
seg-1787064100823-av_001.jpg,seg-1787064100823-av,13590964271641935422
seg-1787067652938-av_001.jpg,seg-1787067652938-av,7341401695017598495
seg-1787067652938-av_013.jpg,seg-1787067652938-av,16709164901661703711
seg-1787067828050-av_002.jpg,seg-1787067828050-av,7485515777130905119
seg-1787068068913-av_006.jpg,seg-1787068068913-av,16636544349097508639
seg-1787069300751-av_001.jpg,seg-1787069300751-av,2875237161529523743
seg-1787069360955-av_023.jpg,seg-1787069360955-av,12096921434077019679
seg-1787081114961-av_004.jpg,seg-1787081114961-av,518866554784979160
seg-1787081476129-av_021.jpg,seg-1787081476129-av,9490203003599591640
seg-1787081536325-av_019.jpg,seg-1787081536325-av,7166198639140411608
seg-1787081596517-av_030.jpg,seg-1787081596517-av,9499045310334900440
seg-1787083875041-av_015.jpg,seg-1787083875041-av,7161606898988040063
seg-1787083875041-av_019.jpg,seg-1787083875041-av,7738102283760247608
seg-1787084141263-av_001.jpg,seg-1787084141263-av,18011011979308693748
seg-1787084382063-av_017.jpg,seg-1787084382063-av,17868022416127031540
seg-1787084442242-av_026.jpg,seg-1787084442242-av,18445613758576326900
seg-1787084983972-av_006.jpg,seg-1787084983972-av,9183815419197126900
seg-1787084983972-av_009.jpg,seg-1787084983972-av,11507743472685676788
seg-1787088913606-av_019.jpg,seg-1787088913606-av,15626536456080745024
seg-1787089094222-av_020.jpg,seg-1787089094222-av,16277076795715641920
seg-1787089876610-av_011.jpg,seg-1787089876610-av,15623719494338372417
seg-1787090297893-av_018.jpg,seg-1787090297893-av,15914766832282722625
seg-1787090478427-av_011.jpg,seg-1787090478427-av,15695494526823047489
seg-1787091549127-av_030.jpg,seg-1787091549127-av,4268070988390281007
seg-1787094377352-av_022.jpg,seg-1787094377352-av,4195730834892255022
seg-1787094618043-av_004.jpg,seg-1787094618043-av,4196013345039953711
seg-1787394365152-av_012.jpg,seg-1787394365152-av,6853948752459401999
seg-1787395274964-av_014.jpg,seg-1787395274964-av,938179286207202055
seg-1787395274964-av_028.jpg,seg-1787395274964-av,2095604381608280835
seg-1787395395470-av_020.jpg,seg-1787395395470-av,2095604382623106309
seg-1787432378322-av_029.jpg,seg-1787432378322-av,14544648761395756991
seg-1787432378322-av_030.jpg,seg-1787432378322-av,14553585317292654399
seg-1787432498857-av_007.jpg,seg-1787432498857-av,11076735623633125183
seg-1787432559202-av_016.jpg,seg-1787432559202-av,13382649137451188031
seg-1787432860219-av_001.jpg,seg-1787432860219-av,5532787483117943903
seg-1787477374180-av_026.jpg,seg-1787477374180-av,8349512961069190284
seg-1787479179981-av_005.jpg,seg-1787479179981-av,4195834882810386953
seg-1787479179981-av_019.jpg,seg-1787479179981-av,4195837095003756825
seg-1788435230669-av_001.jpg,seg-1788435230669-av,3214687898747837471
seg-1788435230669-av_021.jpg,seg-1788435230669-av,3222775906281593359
seg-1788435471472-av_020.jpg,seg-1788435471472-av,2948111295936240911
seg-1788435531657-av_006.jpg,seg-1788435531657-av,2930097164790578479
seg-1788435531657-av_022.jpg,seg-1788435531657-av,7550807974658735375
seg-1788435772275-av_017.jpg,seg-1788435772275-av,2934547728817494847
seg-1788453950210-av_003.jpg,seg-1788453950210-av,2984561412932406798
seg-1788453950210-av_005.jpg,seg-1788453950210-av,1831710001118088750
seg-1788454612237-av_009.jpg,seg-1788454612237-av,7017543709899922008
seg-1788454672448-av_019.jpg,seg-1788454672448-av,13971101534559981128
seg-1788454672448-av_020.jpg,seg-1788454672448-av,7017570132605832792
seg-1788454973726-av_004.jpg,seg-1788454973726-av,4704654840320380446
seg-1788940940751-av_003.jpg,seg-1788940940751-av,17732376545165057048
seg-1788941000945-av_025.jpg,seg-1788941000945-av,17592199807706602520
seg-1788941061131-av_008.jpg,seg-1788941061131-av,15291414552987307032
seg-1788941964556-av_001.jpg,seg-1788941964556-av,9521740463193201692
seg-1788942446403-av_016.jpg,seg-1788942446403-av,16371432925793360920
seg-1788942446403-av_017.jpg,seg-1788942446403-av,16371150355566431260
seg-1788945237967-av_001.jpg,seg-1788945237967-av,1262284300201166599
seg-1788945298151-av_026.jpg,seg-1788945298151-av,1261721351254121243
seg-1788945298151-av_029.jpg,seg-1788945298151-av,1262284301006671372
seg-1788945418471-av_014.jpg,seg-1788945418471-av,1261725745005924103
seg-1788945418471-av_027.jpg,seg-1788945418471-av,1261439866613731083
seg-1788945840027-av_007.jpg,seg-1788945840027-av,1729776298576545735
seg-1788945840027-av_022.jpg,seg-1788945840027-av,1730334854576833475
seg-1788945960495-av_030.jpg,seg-1788945960495-av,1730057777881515973
seg-1788946261469-av_015.jpg,seg-1788946261469-av,1441792213096301507
seg-1788946442007-av_004.jpg,seg-1788946442007-av,3748794111692867531
seg-1788946562359-av_023.jpg,seg-1788946562359-av,6054604135289030599
seg-1788946803063-av_007.jpg,seg-1788946803063-av,1153278162676189127
seg-1788948368469-av_010.jpg,seg-1788948368469-av,1302687303876067259
seg-1788948488901-av_020.jpg,seg-1788948488901-av,11285067376673750525
seg-1788948488901-av_021.jpg,seg-1788948488901-av,11429747687856013054
seg-1788948669419-av_016.jpg,seg-1788948669419-av,1302687578745567099
seg-1788948669419-av_019.jpg,seg-1788948669419-av,10923362097173035003
seg-1788948729692-av_001.jpg,seg-1788948729692-av,11723067690345166835
seg-1788948729692-av_024.jpg,seg-1788948729692-av,13308332551567441401
